Date,Order ID,Item Name,Category,Quantity,Price,Total Sales,Payment Method,Customer ID,Customer Age,Customer Gender,Visit Type,Order Time,Wait Time (mins),Day of the Week,Meal Period,Day Type
2024-06-30,ORD34672,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST9308,64,Male,Dine-in,17:09:00,11,Sunday,Dinner,Weekend
2024-06-05,ORD45540,Salad,Appetizer,3,9,27,Credit Card,CUST4499,28,Female,Takeout,14:18:00,11,Wednesday,Lunch,Weekday
2024-01-29,ORD38238,Burger,Main Course,5,12,60,Mobile Payment,CUST1375,37,Female,Delivery,16:29:00,30,Monday,Lunch,Weekday
2024-04-25,ORD53340,Coffee,Beverages,3,4,12,Mobile Payment,CUST3143,33,Female,Delivery,6:57:00,18,Thursday,Breakfast,Weekday
2024-03-08,ORD62573,Beer,Alcoholic Drinks,1,6,6,Credit Card,CUST7798,52,Female,Takeout,21:33:00,6,Friday,Dinner,Weekday
2024-12-10,ORD90177,Pizza,Main Course,14,14,28,Cash,CUST3799,21,unknown,Takeout,12:30:00,98,Tuesday,Lunch,Weekday
2024-03-31,ORD84409,Pasta,Main Course,2,16,32,Credit Card,CUST5861,35,Male,Delivery,21:20:00,21,Sunday,Dinner,Weekend
2024-05-05,ORD64770,Soda,Beverages,1,3,3,Mobile Payment,CUST3789,18,Female,Takeout,17:04:00,6,Sunday,Dinner,Weekend
2024-05-29,ORD65616,Pasta,Main Course,2,16,32,Cash,CUST5161,29,Female,Dine-in,20:58:00,16,Wednesday,Dinner,Weekday
2024-07-17,ORD39960,Pizza,Main Course,4,14,56,Cash,CUST9697,30,Female,Delivery,15:29:00,27,Wednesday,Lunch,Weekday
2024-04-28,ORD56425,Pizza,Main Course,2,14,28,Credit Card,CUST9110,39,Prefer not to answer,Delivery,14:34:00,21,Sunday,Lunch,Weekend
2024-06-27,ORD79523,Beer,Alcoholic Drinks,3,6,18,Cash,CUST4318,44,Female,Takeout,21:33:00,6,Thursday,Dinner,Weekday
2024-02-07,ORD11871,Beer,Alcoholic Drinks,5,6,30,Cash,CUST1637,20,Male,Dine-in,20:10:00,11,Wednesday,Dinner,Weekday
2024-03-07,ORD50381,Tea,Beverages,4,3,12,Credit Card,CUST5882,30,Male,Dine-in,6:27:00,14,Thursday,Breakfast,Weekday
2024-04-30,ORD18325,Pasta,Main Course,1,16,16,Credit Card,CUST8953,54,Female,Dine-in,21:36:00,13,Tuesday,Dinner,Weekday
2024-04-12,ORD23410,Beer,Alcoholic Drinks,2,6,12,Credit Card,CUST8204,55,Female,Takeout,19:49:00,6,Friday,Dinner,Weekday
2024-02-15,ORD14749,Soda,Beverages,2,3,6,Cash,CUST1990,29,Female,Dine-in,20:14:00,12,Thursday,Dinner,Weekday
2024-10-29,ORD50771,Pizza,Main Course,1,14,14,Cash,CUST5258,22,Female,Takeout,14:37:00,8,Tuesday,Lunch,Weekday
2024-06-03,ORD70742,Pasta,Main Course,5,16,80,Cash,CUST3139,46,Female,Dine-in,20:23:00,25,Monday,Dinner,Weekday
2024-03-07,ORD50381,Tea,Beverages,4,3,12,Credit Card,CUST5882,30,Male,Dine-in,6:27:00,14,Thursday,Breakfast,Weekday
2024-06-13,ORD31516,Salad,Appetizer,1,9,9,Credit Card,CUST8936,27,Female,Delivery,14:44:00,17,Thursday,Lunch,Weekday
2024-02-06,ORD73101,Salad,Appetizer,5,9,45,Credit Card,CUST1792,45,Male,Takeout,15:44:00,15,Tuesday,Lunch,Weekday
2024-12-06,ORD23720,Wine,Alcoholic Drinks,4,10,40,Credit Card,CUST6202,53,Male,Takeout,21:18:00,6,Friday,Dinner,Weekday
2024-04-29,ORD22159,Salad,Appetizer,2,9,18,Cash,CUST7561,64,Male,Delivery,16:22:00,19,Monday,Lunch,Weekday
2024-04-18,ORD33450,Coffee,Beverages,1,4,4,Mobile Payment,CUST1026,64,Female,Delivery,10:04:00,16,Thursday,Breakfast,Weekday
2024-04-21,ORD88815,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST4079,39,Male,Delivery,21:13:00,16,Sunday,Dinner,Weekend
2024-12-02,ORD36968,Beer,Alcoholic Drinks,5,6,30,Credit Card,CUST3297,38,Male,Dine-in,19:51:00,11,Monday,Dinner,Weekday
2024-05-01,ORD81231,Soda,Beverages,2,3,6,Cash,CUST9248,42,Male,Dine-in,21:48:00,12,Wednesday,Dinner,Weekday
2024-12-23,ORD14715,Coffee,Beverages,1,4,4,Credit Card,CUST8538,28,Male,Delivery,9:59:00,16,Monday,Breakfast,Weekday
2024-07-01,ORD91646,Burger,Main Course,5,12,60,Credit Card,CUST5520,37,Male,Delivery,11:58:00,30,Monday,Lunch,Weekday
2024-02-17,ORD85937,Salad,Appetizer,5,9,45,Cash,CUST4048,57,Female,Dine-in,14:23:00,20,Saturday,Lunch,Weekend
2024-10-20,ORD14963,Pasta,Main Course,2,16,32,Cash,CUST9601,58,Female,Delivery,18:16:00,21,Sunday,Dinner,Weekend
2024-01-26,ORD63646,Soda,Beverages,2,3,6,Cash,CUST4357,55,Male,Dine-in,21:15:00,12,Friday,Dinner,Weekday
2024-12-09,ORD13520,Beer,Alcoholic Drinks,5,6,30,Cash,CUST7727,29,Male,Delivery,17:19:00,16,Monday,Dinner,Weekday
2024-09-17,ORD35023,Pizza,Main Course,3,14,42,Cash,CUST7628,24,Male,Dine-in,13:45:00,19,Tuesday,Lunch,Weekday
2024-02-04,ORD24927,Tea,Beverages,2,3,6,Cash,CUST9767,28,Male,Takeout,8:00:00,7,Sunday,Breakfast,Weekend
2024-08-24,ORD89032,Soda,Beverages,3,3,9,Cash,CUST1879,58,Female,Delivery,21:32:00,18,Saturday,Dinner,Weekend
2024-06-22,ORD71402,Pizza,Main Course,3,14,42,Credit Card,CUST2146,28,Female,Takeout,16:55:00,14,Saturday,Lunch,Weekend
2024-10-02,ORD78313,Coffee,Beverages,3,4,12,Mobile Payment,CUST1710,40,Male,Dine-in,9:50:00,13,Wednesday,Breakfast,Weekday
2024-02-09,ORD14992,Soda,Beverages,1,3,3,Cash,CUST7220,57,Female,Dine-in,18:42:00,11,Friday,Dinner,Weekday
2024-04-22,ORD58964,Soda,Beverages,1,3,3,Credit Card,CUST1091,23,Female,Dine-in,19:02:00,11,Monday,Dinner,Weekday
2024-03-14,ORD93501,Salad,Appetizer,2,9,18,Cash,CUST4946,65,Male,Takeout,14:53:00,9,Thursday,Lunch,Weekday
2024-07-04,ORD81792,Salad,Appetizer,3,9,27,Cash,CUST6687,53,Male,Dine-in,15:49:00,16,Thursday,Lunch,Holiday
2024-02-03,ORD64004,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST2182,33,Prefer not to answer,Dine-in,18:43:00,11,Saturday,Dinner,Weekend
2024-01-11,ORD33163,Burger,Main Course,5,12,60,Credit Card,CUST6845,56,Male,Dine-in,14:17:00,25,Thursday,Lunch,Weekday
2024-09-02,ORD36795,Burger,Main Course,2,12,24,Cash,CUST4326,62,Male,Dine-in,13:11:00,16,Monday,Lunch,Weekday
2024-06-15,ORD71832,Coffee,Beverages,5,4,20,Credit Card,CUST4023,39,Prefer not to answer,Dine-in,7:27:00,15,Saturday,Breakfast,Weekend
2024-12-05,ORD28822,Coffee,Beverages,2,4,8,Credit Card,CUST4823,27,Male,Delivery,9:04:00,17,Thursday,Breakfast,Weekday
2024-05-21,ORD31775,Salad,Appetizer,3,9,27,Credit Card,CUST4780,32,Male,Delivery,13:42:00,21,Tuesday,Lunch,Weekday
2024-09-01,ORD86424,Salad,Appetizer,3,9,27,Mobile Payment,CUST2368,48,Male,Takeout,14:02:00,11,Sunday,Lunch,Weekend
2024-04-01,ORD96116,Salad,Appetizer,1,9,9,Mobile Payment,CUST1817,19,Female,Dine-in,12:21:00,12,Monday,Lunch,Weekday
2024-09-21,ORD35279,Tea,Beverages,2,3,6,Credit Card,CUST2566,40,Male,Dine-in,8:02:00,12,Saturday,Breakfast,Weekend
2024-05-26,ORD56750,Soda,Beverages,2,3,6,Mobile Payment,CUST6740,63,Male,Dine-in,21:26:00,12,Sunday,Dinner,Weekend
2024-04-21,ORD88815,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST4079,39,Male,Delivery,21:13:00,16,Sunday,Dinner,Weekend
2024-01-18,ORD11238,Tea,Beverages,4,3,12,Cash,CUST5075,51,Male,Takeout,8:46:00,9,Thursday,Breakfast,Weekday
2024-11-11,ORD11829,Tea,Beverages,4,3,12,Cash,CUST8132,61,Male,Takeout,7:52:00,9,Monday,Breakfast,Weekday
2024-03-18,ORD10143,Coffee,Beverages,5,4,20,Mobile Payment,CUST2358,32,Female,Delivery,8:22:00,20,Monday,Breakfast,Weekday
2024-06-30,ORD52222,Pasta,Main Course,1,16,16,Mobile Payment,CUST5693,28,Male,Dine-in,17:47:00,13,Sunday,Dinner,Weekend
2024-02-27,ORD17239,Burger,Main Course,4,12,48,Credit Card,CUST6496,25,Female,Dine-in,16:44:00,22,Tuesday,Lunch,Weekday
2024-11-23,ORD19761,Salad,Appetizer,5,9,45,Cash,CUST7262,53,Female,Takeout,12:47:00,15,Saturday,Lunch,Weekend
2024-05-29,ORD43925,Burger,Main Course,5,12,60,Credit Card,CUST7204,35,Male,Dine-in,16:05:00,25,Wednesday,Lunch,Weekday
2024-11-03,ORD42320,Beer,Alcoholic Drinks,2,6,12,Cash,CUST1526,57,Male,Dine-in,21:28:00,11,Sunday,Dinner,Weekend
2024-01-25,ORD52618,Coffee,Beverages,1,4,4,Cash,CUST5799,59,Female,Dine-in,10:01:00,11,Thursday,Breakfast,Weekday
2024-07-13,ORD79098,Pizza,Main Course,4,14,56,Credit Card,CUST2131,48,Male,Dine-in,15:02:00,22,Saturday,Lunch,Weekend
2024-08-13,ORD66594,Wine,Alcoholic Drinks,3,10,30,Cash,CUST1529,28,Female,Takeout,17:26:00,6,Tuesday,Dinner,Weekday
2024-04-23,ORD79876,Pizza,Main Course,3,14,42,Cash,CUST7434,23,Female,Takeout,13:41:00,14,Tuesday,Lunch,Weekday
2024-02-07,ORD91137,Pasta,Main Course,4,16,64,Credit Card,CUST7397,44,Male,Delivery,19:42:00,27,Wednesday,Dinner,Weekday
2024-02-10,ORD41798,Coffee,Beverages,3,4,12,Cash,CUST9830,42,Male,Delivery,9:00:00,18,Saturday,Breakfast,Weekend
2024-03-12,ORD14316,Wine,Alcoholic Drinks,3,10,30,Mobile Payment,CUST4331,21,Male,Takeout,18:34:00,6,Tuesday,Dinner,Weekday
2024-03-07,ORD41188,Wine,Alcoholic Drinks,2,10,20,Credit Card,CUST6364,58,Female,Dine-in,18:52:00,11,Thursday,Dinner,Weekday
2024-07-28,ORD79336,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST3519,57,Prefer not to answer,Dine-in,18:21:00,11,Sunday,Dinner,Weekend
2024-04-15,ORD99628,Coffee,Beverages,4,4,16,Mobile Payment,CUST6965,21,Female,Delivery,8:37:00,19,Monday,Breakfast,Weekday
2024-04-20,ORD48486,Soda,Beverages,3,3,9,Mobile Payment,CUST6701,34,Female,Takeout,21:20:00,8,Saturday,Dinner,Weekend
2024-06-24,ORD40405,Beer,Alcoholic Drinks,4,6,24,Mobile Payment,CUST1844,26,Male,Dine-in,18:31:00,11,Monday,Dinner,Weekday
2024-07-24,ORD34666,Salad,Appetizer,3,9,27,Cash,CUST8977,59,Male,Takeout,13:30:00,11,Wednesday,Lunch,Weekday
2024-06-12,ORD69136,Pizza,Main Course,15,14,28,Credit Card,CUST7577,47,unknown,Dine-in,13:55:00,67,Wednesday,Lunch,Weekday
2024-05-23,ORD20034,Pizza,Main Course,5,14,70,Credit Card,CUST7007,47,Male,Dine-in,15:45:00,25,Thursday,Lunch,Weekday
2024-12-07,ORD55918,Coffee,Beverages,5,4,20,Cash,CUST9600,22,Male,Dine-in,6:18:00,15,Saturday,Breakfast,Weekend
2024-07-24,ORD98859,Salad,Appetizer,3,9,27,Mobile Payment,CUST9944,33,Female,Delivery,15:23:00,21,Wednesday,Lunch,Weekday
2024-08-02,ORD60861,Beer,Alcoholic Drinks,4,6,24,Mobile Payment,CUST5121,62,Male,Delivery,19:05:00,16,Friday,Dinner,Weekday
2024-05-01,ORD22135,Burger,Main Course,2,12,24,Cash,CUST6581,29,Female,Dine-in,14:40:00,16,Wednesday,Lunch,Weekday
2024-02-03,ORD65225,Coffee,Beverages,2,4,8,Mobile Payment,CUST5788,54,Male,Takeout,8:04:00,7,Saturday,Breakfast,Weekend
2024-03-22,ORD88683,Pizza,Main Course,4,14,56,Mobile Payment,CUST4962,48,Male,Delivery,16:40:00,27,Friday,Lunch,Weekday
2024-05-21,ORD25392,Pizza,Main Course,4,14,56,Cash,CUST6653,55,Female,Dine-in,16:56:00,22,Tuesday,Lunch,Weekday
2024-08-11,ORD78932,Salad,Appetizer,1,9,9,Credit Card,CUST3254,31,Prefer not to answer,Takeout,16:25:00,7,Sunday,Lunch,Weekend
2024-05-14,ORD63953,Salad,Appetizer,5,9,45,Mobile Payment,CUST7215,48,Female,Dine-in,13:06:00,20,Tuesday,Lunch,Weekday
2024-03-20,ORD19660,Soda,Beverages,1,3,3,Cash,CUST6673,50,Female,Delivery,19:29:00,16,Wednesday,Dinner,Weekday
2024-09-06,ORD26904,Soda,Beverages,5,3,15,Credit Card,CUST2110,36,Female,Takeout,17:30:00,10,Friday,Dinner,Weekday
2024-01-18,ORD86283,Salad,Appetizer,2,9,18,Cash,CUST2864,47,Female,Dine-in,11:04:00,14,Thursday,Lunch,Weekday
2024-11-28,ORD59590,Coffee,Beverages,2,4,8,Cash,CUST9749,42,Male,Dine-in,7:20:00,12,Thursday,Breakfast,Weekday
2024-02-10,ORD97765,Tea,Beverages,4,3,12,Mobile Payment,CUST2168,25,Prefer not to answer,Takeout,10:31:00,9,Saturday,Breakfast,Weekend
2024-06-28,ORD46611,Coffee,Beverages,3,4,12,Cash,CUST8404,63,Female,Delivery,9:04:00,18,Friday,Breakfast,Weekday
2024-09-30,ORD95170,Salad,Appetizer,1,9,9,Mobile Payment,CUST8947,62,Female,Delivery,16:21:00,17,Monday,Lunch,Weekday
2024-11-25,ORD85322,Coffee,Beverages,4,4,16,Mobile Payment,CUST6759,54,Male,Delivery,7:53:00,19,Monday,Breakfast,Weekday
2024-05-15,ORD37334,Tea,Beverages,2,3,6,Mobile Payment,CUST5966,37,Female,Takeout,9:27:00,7,Wednesday,Breakfast,Weekday
2024-07-22,ORD33455,Tea,Beverages,3,3,9,Cash,CUST4815,32,Female,Dine-in,6:29:00,13,Monday,Breakfast,Weekday
2024-02-14,ORD91657,Burger,Main Course,4,12,48,Credit Card,CUST5776,38,Male,Dine-in,14:32:00,22,Wednesday,Lunch,Weekday
2024-07-03,ORD10804,Burger,Main Course,3,12,36,Credit Card,CUST9508,30,Prefer not to answer,Delivery,14:51:00,24,Wednesday,Lunch,Weekday
2024-05-13,ORD90536,Beer,Alcoholic Drinks,5,6,30,Mobile Payment,CUST4893,29,Male,Dine-in,21:49:00,11,Monday,Dinner,Weekday
2024-08-25,ORD94242,Pasta,Main Course,4,16,64,Credit Card,CUST8803,56,Female,Dine-in,17:59:00,22,Sunday,Dinner,Weekend
2024-11-04,ORD51470,Burger,Main Course,4,12,48,Credit Card,CUST1241,61,Female,Dine-in,14:33:00,22,Monday,Lunch,Weekday
2024-06-09,ORD18807,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST8011,36,Female,Takeout,18:51:00,6,Sunday,Dinner,Weekend
2024-06-26,ORD76760,Pizza,Main Course,1,14,14,Cash,CUST5417,45,Female,Dine-in,12:31:00,13,Wednesday,Lunch,Weekday
2024-04-29,ORD45360,Pasta,Main Course,5,16,80,Cash,CUST7563,26,Male,Delivery,19:00:00,30,Monday,Dinner,Weekday
2024-11-06,ORD14306,Wine,Alcoholic Drinks,1,10,10,Credit Card,CUST2180,26,Male,Dine-in,18:31:00,11,Wednesday,Dinner,Weekday
2024-10-24,ORD13936,,Beverages,,3,12,Credit Card,CUST9152,,Male,Takeout,18:48:00,,Thursday,Dinner,Weekday
2024-02-08,ORD70383,Pasta,Main Course,3,16,48,Mobile Payment,CUST7704,25,Male,Takeout,18:09:00,14,Thursday,Dinner,Weekday
2024-03-30,ORD49795,Burger,Main Course,4,12,48,Mobile Payment,CUST8544,62,Male,Dine-in,16:48:00,22,Saturday,Lunch,Weekend
2024-04-30,ORD95052,Salad,Appetizer,2,9,18,Mobile Payment,CUST5784,33,Female,Takeout,15:53:00,9,Tuesday,Lunch,Weekday
2024-09-19,ORD76440,Burger,Main Course,2,12,24,Mobile Payment,CUST8241,54,Male,Takeout,13:10:00,11,Thursday,Lunch,Weekday
2024-04-09,ORD62318,Soda,Beverages,5,3,15,Credit Card,CUST7020,61,Female,Delivery,20:32:00,20,Tuesday,Dinner,Weekday
2024-05-30,ORD92658,Burger,Main Course,2,12,24,Credit Card,CUST4723,47,Prefer not to answer,Takeout,11:27:00,11,Thursday,Lunch,Weekday
2024-01-04,ORD35502,Pizza,Main Course,2,14,28,Mobile Payment,CUST2163,56,Male,Delivery,15:33:00,21,Thursday,Lunch,Weekday
2024-09-14,ORD61233,Beer,Alcoholic Drinks,3,6,18,Cash,CUST9294,53,Male,Delivery,20:05:00,16,Saturday,Dinner,Weekend
2024-04-20,ORD34050,Pizza,Main Course,1,14,14,Credit Card,CUST5691,49,Male,Takeout,15:14:00,8,Saturday,Lunch,Weekend
2024-11-09,ORD29066,Burger,Main Course,5,12,60,Credit Card,CUST3827,47,Female,Takeout,16:15:00,20,Saturday,Lunch,Weekend
2024-09-20,ORD12100,Salad,Appetizer,2,9,18,Mobile Payment,CUST2288,18,Male,Takeout,13:49:00,9,Friday,Lunch,Weekday
2024-11-06,ORD67241,Salad,Appetizer,3,9,27,Cash,CUST4882,50,Female,Dine-in,12:21:00,16,Wednesday,Lunch,Weekday
2024-03-26,ORD26006,Coffee,Beverages,1,4,4,Mobile Payment,CUST9483,62,Male,Dine-in,7:00:00,11,Tuesday,Breakfast,Weekday
2024-03-22,ORD24463,Salad,Appetizer,15,9,9,Credit Card,CUST7780,29,unknown,Delivery,12:03:00,99,Friday,Lunch,Weekday
2024-07-17,ORD39960,Pizza,Main Course,4,14,56,Cash,CUST9697,30,Male,Delivery,15:29:00,27,Wednesday,Lunch,Weekday
2024-01-29,ORD83405,,Appetizer,,9,36,Credit Card,CUST3880,,Male,Dine-in,11:59:00,,Monday,Lunch,Weekday
2024-11-18,ORD95795,Wine,Alcoholic Drinks,4,10,40,Credit Card,CUST1396,54,Male,Takeout,19:37:00,6,Monday,Dinner,Weekday
2024-11-24,ORD62231,Salad,Appetizer,3,9,27,Cash,CUST9880,56,Female,Dine-in,13:06:00,16,Sunday,Lunch,Weekend
2024-03-31,ORD18164,Burger,Main Course,5,12,60,Mobile Payment,CUST1929,39,Female,Dine-in,13:03:00,25,Sunday,Lunch,Weekend
2024-05-01,ORD37172,Pizza,Main Course,5,14,70,Cash,CUST2806,47,Male,Dine-in,14:36:00,25,Wednesday,Lunch,Weekday
2024-10-19,ORD56394,Beer,Alcoholic Drinks,2,6,12,Credit Card,CUST5494,19,Female,Dine-in,21:11:00,11,Saturday,Dinner,Weekend
2024-04-15,ORD72611,Coffee,Beverages,3,4,12,Cash,CUST7297,37,Female,Delivery,9:11:00,18,Monday,Breakfast,Weekday
2024-12-09,ORD77859,Beer,Alcoholic Drinks,4,6,24,Cash,CUST4917,26,Female,Takeout,21:37:00,6,Monday,Dinner,Weekday
2024-11-24,ORD82528,Coffee,Beverages,5,4,20,Cash,CUST5872,62,Male,Dine-in,9:32:00,15,Sunday,Breakfast,Weekend
2024-06-08,ORD10021,Wine,Alcoholic Drinks,3,10,30,Mobile Payment,CUST7955,32,Male,Takeout,17:58:00,6,Saturday,Dinner,Weekend
2024-10-13,ORD32672,Beer,Alcoholic Drinks,2,6,12,Mobile Payment,CUST6093,24,Female,Dine-in,19:37:00,11,Sunday,Dinner,Weekend
2024-12-07,ORD94320,Soda,Beverages,2,3,6,Credit Card,CUST9683,45,Male,Dine-in,19:08:00,12,Saturday,Dinner,Weekend
2024-06-10,ORD41824,Pizza,Main Course,2,14,28,Cash,CUST1809,63,Male,Dine-in,15:25:00,16,Monday,Lunch,Weekday
2024-03-25,ORD82418,Soda,Beverages,2,3,6,Credit Card,CUST5877,35,Male,Takeout,20:38:00,7,Monday,Dinner,Weekday
2024-09-08,ORD71216,Tea,Beverages,3,3,9,Cash,CUST1444,26,Male,Takeout,8:52:00,8,Sunday,Breakfast,Weekend
2024-04-29,ORD45360,Pasta,Main Course,5,16,80,Cash,CUST7563,26,Male,Delivery,19:00:00,30,Monday,Dinner,Weekday
2024-10-24,ORD13936,Soda,Beverages,4,3,12,Credit Card,CUST9152,52,Male,Takeout,18:48:00,9,Thursday,Dinner,Weekday
2024-11-05,ORD15977,Pizza,Main Course,4,14,56,Credit Card,CUST3807,26,Female,Delivery,16:21:00,27,Tuesday,Lunch,Weekday
2024-09-04,ORD61762,Wine,Alcoholic Drinks,2,10,20,Mobile Payment,CUST7567,25,Female,Takeout,19:04:00,6,Wednesday,Dinner,Weekday
2024-03-28,ORD19531,Burger,Main Course,4,12,48,Mobile Payment,CUST7661,34,Male,Takeout,11:42:00,17,Thursday,Lunch,Weekday
2024-07-26,ORD65859,Tea,Beverages,2,3,6,Cash,CUST9924,60,Male,Dine-in,8:45:00,12,Friday,Breakfast,Weekday
2024-04-22,ORD12503,Pizza,Main Course,1,14,14,Mobile Payment,CUST6863,62,Male,Delivery,12:18:00,18,Monday,Lunch,Weekday
2024-05-05,ORD17329,Beer,Alcoholic Drinks,5,6,30,Credit Card,CUST8922,58,Male,Delivery,21:33:00,16,Sunday,Dinner,Weekend
2024-04-25,ORD49886,Salad,Appetizer,3,9,27,Credit Card,CUST2526,55,Female,Delivery,12:36:00,21,Thursday,Lunch,Weekday
2024-08-04,ORD85781,Burger,Main Course,3,12,36,Cash,CUST7126,41,Male,Takeout,13:20:00,14,Sunday,Lunch,Weekend
2024-10-20,ORD56036,Pizza,Main Course,4,14,56,Cash,CUST1408,54,Female,Dine-in,13:02:00,22,Sunday,Lunch,Weekend
2024-12-05,ORD38963,,Beverages,,3,6,Credit Card,CUST1900,,Female,Dine-in,18:38:00,,Thursday,Dinner,Weekday
2024-04-08,ORD70087,Pasta,Main Course,2,16,32,Credit Card,CUST8019,62,Prefer not to answer,Delivery,19:55:00,21,Monday,Dinner,Weekday
2024-11-14,ORD37834,Pasta,Main Course,5,16,80,Credit Card,CUST2987,21,Female,Delivery,21:45:00,30,Thursday,Dinner,Weekday
2024-06-23,ORD56925,Pizza,Main Course,1,14,14,Mobile Payment,CUST4198,26,Female,Dine-in,11:39:00,13,Sunday,Lunch,Weekend
2024-05-13,ORD10894,Coffee,Beverages,5,4,20,Mobile Payment,CUST7112,42,Female,Takeout,6:12:00,10,Monday,Breakfast,Weekday
2024-06-19,ORD70860,Burger,Main Course,4,12,48,Mobile Payment,CUST1639,63,Female,Delivery,16:22:00,27,Wednesday,Lunch,Weekday
2024-09-07,ORD80595,Beer,Alcoholic Drinks,5,6,30,Mobile Payment,CUST6860,54,Male,Takeout,19:10:00,6,Saturday,Dinner,Weekend
2024-05-31,ORD44133,,Beverages,,4,8,Mobile Payment,CUST8001,,Male,Dine-in,8:07:00,,Friday,Breakfast,Weekday
2024-09-28,ORD24772,Salad,Appetizer,2,9,18,Credit Card,CUST9182,50,Male,Dine-in,11:48:00,14,Saturday,Lunch,Weekend
2024-09-23,ORD79923,Coffee,Beverages,5,4,20,Mobile Payment,CUST2011,37,Female,Delivery,7:13:00,20,Monday,Breakfast,Weekday
2024-09-10,ORD70698,,Main Course,,14,14,Cash,CUST9688,,Male,Dine-in,16:04:00,,Tuesday,Lunch,Weekday
2024-06-08,ORD16785,Pasta,Main Course,4,16,64,Cash,CUST4083,23,Female,Delivery,19:31:00,27,Saturday,Dinner,Weekend
2024-03-25,ORD97426,Salad,Appetizer,3,9,27,Cash,CUST7366,41,Male,Delivery,15:01:00,21,Monday,Lunch,Weekday
2024-02-24,ORD63478,Tea,Beverages,3,3,9,Mobile Payment,CUST2667,28,Female,Delivery,8:10:00,18,Saturday,Breakfast,Weekend
2024-05-09,ORD23022,Wine,Alcoholic Drinks,2,10,20,Cash,CUST5017,25,Female,Takeout,19:20:00,6,Thursday,Dinner,Weekday
2024-09-19,ORD99969,Pizza,Main Course,5,14,70,Cash,CUST7086,21,Female,Dine-in,15:13:00,25,Thursday,Lunch,Weekday
2024-02-22,ORD71973,Salad,Appetizer,5,9,45,Mobile Payment,CUST5260,37,Male,Delivery,14:56:00,25,Thursday,Lunch,Weekday
2024-12-30,ORD42729,Tea,Beverages,4,3,12,Mobile Payment,CUST3063,35,Male,Delivery,8:52:00,19,Monday,Breakfast,Weekday
2024-09-28,ORD24716,Pasta,Main Course,5,16,80,Mobile Payment,CUST9665,46,Male,Takeout,21:13:00,20,Saturday,Dinner,Weekend
2024-05-05,ORD59117,Pizza,Main Course,5,14,70,Cash,CUST9610,48,Male,Takeout,16:00:00,20,Sunday,Lunch,Weekend
2024-11-14,ORD19343,Coffee,Beverages,2,4,8,Credit Card,CUST4884,50,Male,Takeout,6:02:00,7,Thursday,Breakfast,Weekday
2024-01-24,ORD97865,Salad,Appetizer,3,9,27,Credit Card,CUST1618,32,Male,Takeout,14:43:00,11,Wednesday,Lunch,Weekday
2024-06-26,ORD11063,Salad,Appetizer,2,9,18,Credit Card,CUST9933,59,Female,Takeout,14:50:00,9,Wednesday,Lunch,Weekday
2024-08-16,ORD73705,Pizza,Main Course,1,14,14,Credit Card,CUST8021,41,Male,Dine-in,12:47:00,13,Friday,Lunch,Weekday
2024-02-13,ORD46774,Coffee,Beverages,3,4,12,Credit Card,CUST8238,43,Male,Takeout,9:09:00,8,Tuesday,Breakfast,Weekday
2024-01-11,ORD83791,Coffee,Beverages,3,4,12,Mobile Payment,CUST9961,57,Female,Dine-in,10:17:00,13,Thursday,Breakfast,Weekday
2024-07-18,ORD89834,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST1264,61,Female,Takeout,18:14:00,6,Thursday,Dinner,Weekday
2024-01-04,ORD73926,Beer,Alcoholic Drinks,1,6,6,Cash,CUST8439,47,Male,Takeout,19:06:00,6,Thursday,Dinner,Weekday
2024-07-23,ORD53483,Beer,Alcoholic Drinks,3,6,18,Mobile Payment,CUST1929,22,Male,Dine-in,19:23:00,11,Tuesday,Dinner,Weekday
2024-12-24,ORD12919,Coffee,Beverages,2,4,8,Credit Card,CUST5845,19,Male,Takeout,8:38:00,7,Tuesday,Breakfast,Weekday
2024-02-10,ORD97765,Tea,Beverages,4,3,12,Mobile Payment,CUST2168,25,Male,Takeout,10:31:00,9,Saturday,Breakfast,Weekend
2024-08-26,ORD79526,Burger,Main Course,2,12,24,Credit Card,CUST1542,58,Female,Delivery,15:26:00,21,Monday,Lunch,Weekday
2024-05-24,ORD43365,Pizza,Main Course,4,14,56,Cash,CUST2786,43,Male,Takeout,12:52:00,17,Friday,Lunch,Weekday
2024-12-30,ORD17898,Pizza,Main Course,5,14,70,Mobile Payment,CUST9701,20,Female,Takeout,16:55:00,20,Monday,Lunch,Weekday
2024-06-09,ORD18807,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST8011,36,Female,Takeout,18:51:00,6,Sunday,Dinner,Weekend
2024-05-17,ORD65240,Burger,Main Course,5,12,60,Credit Card,CUST1181,49,Female,Delivery,11:19:00,30,Friday,Lunch,Weekday
2024-12-10,ORD90177,Pizza,Main Course,2,14,28,Cash,CUST3799,21,Male,Takeout,12:30:00,11,Tuesday,Lunch,Weekday
