Date,Order_ID,Item_Name,Category,Quantity,Price,Total_Sales,Payment_Method,Customer_ID,Customer_Age,Customer_Gender,Visit_Type,Order_Time,Wait_Time_Mins,Day_of_the_Week,Meal_Period,Day_Type,row_id
2024-02-28,ORD76144,Pizza,"Main Course",5,14.00,70.00,Cash,CUST6334,57,"Prefer not to answer",Delivery,15:01:00,30,Wednesday,Lunch,Weekday,351
2024-03-01,ORD96086,Salad,Appetizer,4,9.00,36.00,"Credit Card",CUST9221,63,Male,Delivery,15:55:00,23,Friday,Lunch,Weekday,352
2024-12-14,ORD48055,Beer,"Alcoholic Drinks",3,6.00,18.00,"Mobile Payment",CUST3360,31,Male,Dine-in,21:29:00,11,Saturday,Dinner,Weekend,353
2024-03-31,ORD45794,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST9748,38,Female,Dine-in,20:10:00,12,Sunday,Dinner,Weekend,354
2024-04-06,ORD58987,Tea,Beverages,4,3.00,12.00,"Credit Card",CUST6535,19,Male,Dine-in,07:41:00,14,Saturday,Breakfast,Weekend,356
2024-01-24,ORD11500,Pizza,"Main Course",2,14.00,28.00,"Credit Card",CUST1655,34,Female,Dine-in,16:33:00,16,Wednesday,Lunch,Weekday,358
2024-11-10,ORD12925,Soda,Beverages,2,3.00,6.00,Cash,CUST4869,23,Male,Dine-in,19:37:00,12,Sunday,Dinner,Weekend,359
2024-12-03,ORD56771,Pizza,"Main Course",4,14.00,56.00,Cash,CUST7542,38,Male,Takeout,11:07:00,17,Tuesday,Lunch,Weekday,360
2024-12-07,ORD62608,Burger,"Main Course",1,12.00,12.00,Cash,CUST3446,19,Male,Delivery,15:25:00,18,Saturday,Lunch,Weekend,361
2024-10-27,ORD33846,Salad,Appetizer,2,9.00,18.00,"Mobile Payment",CUST8443,39,Female,Dine-in,15:56:00,14,Sunday,Lunch,Weekend,362
2024-09-28,ORD83487,Wine,"Alcoholic Drinks",5,10.00,50.00,Cash,CUST7517,52,Female,Dine-in,17:05:00,11,Saturday,Dinner,Weekend,363
2024-07-08,ORD90144,Soda,Beverages,1,3.00,3.00,"Credit Card",CUST5848,41,Female,Delivery,17:33:00,16,Monday,Dinner,Weekday,364
2024-01-11,ORD81319,Coffee,Beverages,5,4.00,20.00,Cash,CUST5896,52,Female,Dine-in,10:47:00,15,Thursday,Breakfast,Weekday,365
2024-02-09,ORD24217,Coffee,Beverages,4,4.00,16.00,Cash,CUST6831,35,Female,Delivery,09:55:00,19,Friday,Breakfast,Weekday,366
2024-04-18,ORD14200,Pizza,"Main Course",13,14.00,182.00,"Mobile Payment",CUST7999,65,"Prefer not to answer",Delivery,15:52:00,63,Thursday,Lunch,Weekday,367
2024-10-08,ORD18867,Salad,Appetizer,3,9.00,27.00,Cash,CUST3062,56,Male,Takeout,15:42:00,11,Tuesday,Lunch,Weekday,368
2024-12-30,ORD80661,Pizza,"Main Course",2,14.00,28.00,Cash,CUST4676,53,Male,Dine-in,14:13:00,16,Monday,Lunch,Weekday,369
2024-10-19,ORD71237,Coffee,Beverages,5,4.00,20.00,"Credit Card",CUST5437,30,Male,Dine-in,07:38:00,15,Saturday,Breakfast,Weekend,370
2024-08-10,ORD82418,Burger,"Main Course",2,12.00,24.00,"Credit Card",CUST2500,52,Male,Dine-in,12:37:00,16,Saturday,Lunch,Weekend,371
2024-03-27,ORD74049,Coffee,Beverages,5,4.00,20.00,Cash,CUST2666,26,Male,Takeout,07:17:00,10,Wednesday,Breakfast,Weekday,372
2024-09-15,ORD30434,Burger,"Main Course",3,12.00,36.00,Cash,CUST7535,35,Male,Dine-in,14:27:00,19,Sunday,Lunch,Weekend,374
2024-12-01,ORD85181,Pasta,"Main Course",3,16.00,48.00,Cash,CUST8239,56,Male,Dine-in,21:34:00,19,Sunday,Dinner,Weekend,375
2024-07-26,ORD62034,Pasta,"Main Course",5,16.00,80.00,"Mobile Payment",CUST8162,61,Female,Takeout,21:03:00,20,Friday,Dinner,Weekday,376
2024-06-21,ORD11596,Burger,"Main Course",1,12.00,12.00,"Mobile Payment",CUST5512,47,Female,Dine-in,11:50:00,13,Friday,Lunch,Weekday,377
2024-09-17,ORD99994,Salad,Appetizer,1,9.00,9.00,"Credit Card",CUST5456,28,Male,Takeout,13:34:00,7,Tuesday,Lunch,Weekday,378
2024-06-09,ORD38058,"Unknown Item",Beverages,3,3.00,9.00,"Credit Card",CUST6856,41,Male,Delivery,09:52:00,16,Sunday,Breakfast,Weekend,379
2024-12-24,ORD25359,Salad,Appetizer,3,9.00,27.00,Cash,CUST4995,35,Male,Delivery,11:02:00,21,Tuesday,Lunch,Weekday,380
2024-04-06,ORD15702,Soda,Beverages,3,3.00,9.00,"Credit Card",CUST9141,58,Female,Takeout,17:47:00,8,Saturday,Dinner,Weekend,381
2024-05-10,ORD99974,Burger,"Main Course",5,12.00,60.00,Cash,CUST2926,54,Male,Dine-in,14:05:00,25,Friday,Lunch,Weekday,383
2024-08-11,ORD71629,Soda,Beverages,1,3.00,3.00,Cash,CUST3395,23,"Prefer not to answer",Takeout,19:16:00,6,Sunday,Dinner,Weekend,384
2024-12-24,ORD25519,"Unknown Item",Appetizer,17,9.00,153.00,"Mobile Payment",CUST4216,41,"Prefer not to answer",Delivery,16:12:00,56,Tuesday,Lunch,Weekday,386
2024-05-21,ORD96789,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST5978,56,Female,Dine-in,11:30:00,22,Tuesday,Lunch,Weekday,387
2024-07-21,ORD41623,Coffee,Beverages,5,4.00,20.00,"Mobile Payment",CUST4533,49,Female,Delivery,08:12:00,20,Sunday,Breakfast,Weekend,388
2024-01-04,ORD35502,Pizza,"Main Course",2,14.00,28.00,"Mobile Payment",CUST2163,56,Male,Delivery,15:33:00,21,Thursday,Lunch,Weekday,389
2024-08-11,ORD63198,Salad,Appetizer,4,9.00,36.00,Cash,CUST6735,43,Male,Dine-in,12:12:00,18,Sunday,Lunch,Weekend,390
2024-12-27,ORD73580,Pasta,"Main Course",4,16.00,64.00,Cash,CUST8780,32,"Prefer not to answer",Takeout,19:35:00,17,Friday,Dinner,Weekday,391
2024-10-03,ORD44442,Burger,"Main Course",3,12.00,36.00,"Mobile Payment",CUST5536,42,Female,Delivery,12:36:00,24,Thursday,Lunch,Weekday,392
2024-09-28,ORD24716,Pasta,"Main Course",5,16.00,80.00,"Mobile Payment",CUST9665,46,Male,Takeout,21:13:00,20,Saturday,Dinner,Weekend,393
2024-05-17,ORD90171,"Unknown Item",Beverages,3,4.00,12.00,"Mobile Payment",CUST1671,41,Male,Dine-in,09:58:00,16,Friday,Breakfast,Weekday,394
2024-08-31,ORD69493,"Unknown Item",Beverages,18,4.00,72.00,"Mobile Payment",CUST7800,41,"Prefer not to answer",Delivery,06:07:00,39,Saturday,Breakfast,Weekend,395
2024-12-12,ORD37042,Beer,"Alcoholic Drinks",2,6.00,12.00,"Mobile Payment",CUST5476,32,Male,Delivery,21:28:00,16,Thursday,Dinner,Weekday,398
2024-02-24,ORD19446,Soda,Beverages,2,3.00,6.00,"Credit Card",CUST1920,26,Male,Delivery,21:12:00,17,Saturday,Dinner,Weekend,399
2024-04-21,ORD65664,Tea,Beverages,1,3.00,3.00,"Mobile Payment",CUST1485,51,Male,Takeout,08:24:00,6,Sunday,Breakfast,Weekend,400
2024-02-25,ORD19595,Beer,"Alcoholic Drinks",2,6.00,12.00,"Mobile Payment",CUST5649,65,Female,Delivery,20:20:00,16,Sunday,Dinner,Weekend,401
2024-01-22,ORD73903,Pizza,"Main Course",3,14.00,42.00,Cash,CUST5282,22,Male,Delivery,11:51:00,24,Monday,Lunch,Weekday,402
2024-07-16,ORD64199,Soda,Beverages,1,3.00,3.00,"Credit Card",CUST1242,45,Female,Takeout,18:08:00,6,Tuesday,Dinner,Weekday,403
2024-06-25,ORD93571,Soda,Beverages,4,3.00,12.00,Cash,CUST6315,48,Female,Delivery,21:20:00,19,Tuesday,Dinner,Weekday,404
2024-08-15,ORD86384,Salad,Appetizer,3,9.00,27.00,"Mobile Payment",CUST6052,30,Male,Takeout,11:27:00,11,Thursday,Lunch,Weekday,405
2024-06-25,ORD16292,Beer,"Alcoholic Drinks",4,6.00,24.00,"Mobile Payment",CUST2860,26,Male,Dine-in,18:51:00,11,Tuesday,Dinner,Weekday,407
2024-09-16,ORD23723,Tea,Beverages,3,3.00,9.00,Cash,CUST5441,33,Male,Takeout,07:54:00,8,Monday,Breakfast,Weekday,408
2024-03-21,ORD72043,Burger,"Main Course",1,12.00,12.00,Cash,CUST9232,56,Female,Delivery,11:27:00,18,Thursday,Lunch,Weekday,409
2024-04-17,ORD47796,Wine,"Alcoholic Drinks",2,10.00,20.00,Cash,CUST5405,50,Female,Dine-in,20:01:00,11,Wednesday,Dinner,Weekday,410
2024-04-07,ORD65384,Soda,Beverages,2,3.00,6.00,"Credit Card",CUST2377,59,Female,Dine-in,21:40:00,12,Sunday,Dinner,Weekend,411
2024-11-10,ORD31319,"Unknown Item","Main Course",3,14.00,42.00,"Credit Card",CUST8403,41,Male,Takeout,11:21:00,16,Sunday,Lunch,Weekend,413
2024-06-10,ORD58653,"Unknown Item","Alcoholic Drinks",16,6.00,96.00,"Credit Card",CUST3329,41,"Prefer not to answer",Takeout,17:59:00,52,Monday,Dinner,Weekday,414
2024-03-07,ORD54335,Salad,Appetizer,1,9.00,9.00,Cash,CUST4882,64,Female,Takeout,11:10:00,7,Thursday,Lunch,Weekday,415
2024-02-02,ORD10076,Pasta,"Main Course",4,16.00,64.00,Cash,CUST7853,58,Female,Dine-in,19:54:00,22,Friday,Dinner,Weekday,417
2024-01-12,ORD30617,Wine,"Alcoholic Drinks",1,10.00,10.00,Cash,CUST8889,65,Male,Dine-in,21:51:00,11,Friday,Dinner,Weekday,418
2024-05-05,ORD17329,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST8922,58,Female,Delivery,21:33:00,16,Sunday,Dinner,Weekend,419
2024-02-08,ORD85997,Salad,Appetizer,5,9.00,45.00,"Credit Card",CUST5857,34,Female,Takeout,15:38:00,15,Thursday,Lunch,Weekday,420
2024-10-23,ORD88714,Burger,"Main Course",1,12.00,12.00,"Mobile Payment",CUST9433,54,Female,Takeout,15:34:00,8,Wednesday,Lunch,Weekday,421
2024-07-24,ORD53304,Beer,"Alcoholic Drinks",4,6.00,24.00,"Credit Card",CUST5980,60,Male,Takeout,17:28:00,6,Wednesday,Dinner,Weekday,422
2024-04-15,ORD11249,Tea,Beverages,2,3.00,6.00,"Credit Card",CUST7685,44,Male,Takeout,06:02:00,7,Monday,Breakfast,Weekday,423
2024-07-22,ORD29368,Beer,"Alcoholic Drinks",4,6.00,24.00,"Mobile Payment",CUST6042,65,Female,Delivery,17:09:00,16,Monday,Dinner,Weekday,424
2024-01-01,ORD35822,Wine,"Alcoholic Drinks",3,10.00,30.00,Cash,CUST1668,40,Male,Takeout,21:26:00,6,Monday,Dinner,Holiday,425
2024-05-26,ORD41621,Tea,Beverages,5,3.00,15.00,"Mobile Payment",CUST4210,44,Male,Dine-in,07:59:00,15,Sunday,Breakfast,Weekend,426
2024-03-14,ORD91399,Burger,"Main Course",5,12.00,60.00,Cash,CUST3434,46,Male,Takeout,13:01:00,20,Thursday,Lunch,Weekday,427
2024-02-25,ORD62274,Pizza,"Main Course",1,14.00,14.00,"Mobile Payment",CUST2493,58,Male,Dine-in,15:27:00,13,Sunday,Lunch,Weekend,428
2024-11-08,ORD79628,Pasta,"Main Course",5,16.00,80.00,"Mobile Payment",CUST5392,28,Male,Delivery,18:48:00,30,Friday,Dinner,Weekday,429
2024-06-15,ORD37094,Beer,"Alcoholic Drinks",4,6.00,24.00,"Credit Card",CUST7688,38,Female,Dine-in,18:29:00,11,Saturday,Dinner,Weekend,430
2024-11-26,ORD38349,Salad,Appetizer,3,9.00,27.00,Cash,CUST6291,46,Female,Dine-in,12:14:00,16,Tuesday,Lunch,Weekday,432
2024-09-11,ORD55760,Pizza,"Main Course",3,14.00,42.00,Cash,CUST5852,28,Male,Delivery,15:28:00,24,Wednesday,Lunch,Weekday,433
2024-09-13,ORD38270,Wine,"Alcoholic Drinks",3,10.00,30.00,Cash,CUST8434,32,Male,Dine-in,20:19:00,11,Friday,Dinner,Weekday,434
2024-10-19,ORD98463,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST9938,65,Female,Delivery,20:04:00,17,Saturday,Dinner,Weekend,435
2024-06-19,ORD70860,Burger,"Main Course",4,12.00,48.00,"Mobile Payment",CUST1639,63,Female,Delivery,16:22:00,27,Wednesday,Lunch,Weekday,436
2024-12-22,ORD86877,Soda,Beverages,1,3.00,3.00,"Mobile Payment",CUST1094,36,Male,Takeout,18:37:00,6,Sunday,Dinner,Weekend,437
2024-11-10,ORD60084,Salad,Appetizer,5,9.00,45.00,Cash,CUST7738,22,Male,Takeout,12:03:00,15,Sunday,Lunch,Weekend,439
2024-03-24,ORD23301,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST4397,21,Female,Dine-in,10:14:00,11,Sunday,Breakfast,Weekend,440
2024-05-18,ORD32758,Beer,"Alcoholic Drinks",4,6.00,24.00,"Mobile Payment",CUST5378,61,Male,Takeout,20:16:00,6,Saturday,Dinner,Weekend,442
2024-03-14,ORD52710,Wine,"Alcoholic Drinks",2,10.00,20.00,"Credit Card",CUST3358,59,Female,Takeout,17:40:00,6,Thursday,Dinner,Weekday,443
2024-09-06,ORD23738,"Unknown Item",Beverages,3,3.00,9.00,"Credit Card",CUST6175,41,Male,Delivery,19:16:00,16,Friday,Dinner,Weekday,444
2024-10-04,ORD97778,Pizza,"Main Course",4,14.00,56.00,"Credit Card",CUST1723,52,Female,Takeout,14:18:00,17,Friday,Lunch,Weekday,445
2024-06-12,ORD77170,Burger,"Main Course",4,12.00,48.00,"Credit Card",CUST6943,62,Female,Dine-in,14:53:00,22,Wednesday,Lunch,Weekday,446
2024-11-14,ORD15413,Salad,Appetizer,3,9.00,27.00,"Credit Card",CUST1660,21,Male,Takeout,16:50:00,11,Thursday,Lunch,Weekday,447
2024-07-18,ORD19313,Coffee,Beverages,15,4.00,60.00,Cash,CUST6023,27,"Prefer not to answer",Delivery,10:14:00,88,Thursday,Breakfast,Weekday,448
2024-09-26,ORD75008,Beer,"Alcoholic Drinks",3,6.00,18.00,Cash,CUST7551,56,Female,Takeout,21:03:00,6,Thursday,Dinner,Weekday,449
2024-10-13,ORD11698,Burger,"Main Course",1,12.00,12.00,Cash,CUST9953,27,Female,Takeout,12:55:00,8,Sunday,Lunch,Weekend,451
2024-11-04,ORD99749,Wine,"Alcoholic Drinks",2,10.00,20.00,Cash,CUST8230,58,Male,Takeout,18:33:00,6,Monday,Dinner,Weekday,452
2024-03-08,ORD63736,Pasta,"Main Course",2,16.00,32.00,"Mobile Payment",CUST2204,64,Female,Dine-in,20:17:00,16,Friday,Dinner,Weekday,453
2024-07-31,ORD27178,Soda,Beverages,5,3.00,15.00,"Mobile Payment",CUST6538,60,Female,Delivery,19:54:00,20,Wednesday,Dinner,Weekday,454
2024-09-10,ORD23037,Burger,"Main Course",2,12.00,24.00,"Mobile Payment",CUST4849,46,Female,Dine-in,15:16:00,16,Tuesday,Lunch,Weekday,455
2024-03-10,ORD63735,Pizza,"Main Course",5,14.00,70.00,Cash,CUST1436,18,Female,Takeout,14:26:00,20,Sunday,Lunch,Weekend,456
2024-02-18,ORD77733,Tea,Beverages,5,3.00,15.00,"Credit Card",CUST4642,41,Male,Delivery,10:44:00,20,Sunday,Breakfast,Weekend,457
2024-09-05,ORD39343,Salad,Appetizer,1,9.00,9.00,Cash,CUST4203,32,Male,Dine-in,15:15:00,12,Thursday,Lunch,Weekday,458
2024-01-25,ORD52799,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST1441,29,Male,Takeout,19:15:00,7,Thursday,Dinner,Weekday,459
2024-09-30,ORD36200,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST6607,28,Male,Delivery,17:07:00,17,Monday,Dinner,Weekday,460
2024-11-04,ORD42929,Burger,"Main Course",1,12.00,12.00,Cash,CUST7333,27,Male,Dine-in,13:41:00,13,Monday,Lunch,Weekday,461
2024-03-29,ORD20227,Salad,Appetizer,4,9.00,36.00,"Credit Card",CUST5369,24,Female,Delivery,16:50:00,23,Friday,Lunch,Weekday,463
2024-09-01,ORD63384,Burger,"Main Course",2,12.00,24.00,"Credit Card",CUST1364,30,Female,Dine-in,13:14:00,16,Sunday,Lunch,Weekend,464
2024-04-25,ORD10078,Pizza,"Main Course",3,14.00,42.00,"Credit Card",CUST7087,45,Female,Dine-in,14:20:00,19,Thursday,Lunch,Weekday,465
2024-02-04,ORD68665,Pasta,"Main Course",5,16.00,80.00,Cash,CUST4089,32,Female,Delivery,17:49:00,30,Sunday,Dinner,Weekend,466
2024-05-31,ORD46889,Soda,Beverages,2,3.00,6.00,"Credit Card",CUST7930,55,Female,Takeout,20:42:00,7,Friday,Dinner,Weekday,467
2024-03-26,ORD26006,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST9483,62,Male,Dine-in,07:00:00,11,Tuesday,Breakfast,Weekday,468
2024-09-09,ORD64399,Beer,"Alcoholic Drinks",4,6.00,24.00,"Credit Card",CUST3426,36,Female,Dine-in,20:36:00,11,Monday,Dinner,Weekday,469
2024-09-22,ORD77423,Tea,Beverages,1,3.00,3.00,Cash,CUST1704,20,Male,Takeout,07:36:00,6,Sunday,Breakfast,Weekend,470
2024-02-17,ORD40637,Pizza,"Main Course",3,14.00,42.00,"Credit Card",CUST9025,53,Female,Takeout,15:01:00,14,Saturday,Lunch,Weekend,471
2024-07-15,ORD71327,Coffee,Beverages,1,4.00,4.00,Cash,CUST8318,64,Male,Dine-in,08:46:00,11,Monday,Breakfast,Weekday,472
2024-10-22,ORD89926,Burger,"Main Course",5,12.00,60.00,"Mobile Payment",CUST4751,50,Female,Dine-in,11:38:00,25,Tuesday,Lunch,Weekday,473
2024-03-29,ORD67788,Tea,Beverages,3,3.00,9.00,"Credit Card",CUST3387,30,"Prefer not to answer",Takeout,07:47:00,8,Friday,Breakfast,Weekday,474
2024-04-02,ORD94703,Salad,Appetizer,1,9.00,9.00,"Mobile Payment",CUST6695,57,Female,Dine-in,16:53:00,12,Tuesday,Lunch,Weekday,475
2024-10-27,ORD24345,Tea,Beverages,1,3.00,3.00,"Mobile Payment",CUST6863,57,Male,Delivery,08:09:00,16,Sunday,Breakfast,Weekend,476
2024-07-24,ORD86852,Tea,Beverages,5,3.00,15.00,"Credit Card",CUST7714,35,Male,Takeout,10:48:00,10,Wednesday,Breakfast,Weekday,477
2024-07-31,ORD68049,Pizza,"Main Course",4,14.00,56.00,Cash,CUST5249,45,"Prefer not to answer",Delivery,15:41:00,27,Wednesday,Lunch,Weekday,478
2024-04-27,ORD97215,Soda,Beverages,4,3.00,12.00,Cash,CUST2795,53,Male,Takeout,18:27:00,9,Saturday,Dinner,Weekend,479
2024-02-18,ORD14436,Burger,"Main Course",5,12.00,60.00,Cash,CUST8626,33,"Prefer not to answer",Dine-in,16:52:00,25,Sunday,Lunch,Weekend,480
2024-11-29,ORD55580,Salad,Appetizer,2,9.00,18.00,"Mobile Payment",CUST3123,61,Female,Takeout,13:51:00,9,Friday,Lunch,Weekday,481
2024-02-11,ORD17653,Burger,"Main Course",4,12.00,48.00,Cash,CUST6693,43,Female,Takeout,12:20:00,17,Sunday,Lunch,Weekend,482
2024-01-13,ORD53854,Tea,Beverages,4,3.00,12.00,"Credit Card",CUST7944,45,Female,Dine-in,06:05:00,14,Saturday,Breakfast,Weekend,483
2024-09-21,ORD90058,Pizza,"Main Course",5,14.00,70.00,Cash,CUST2847,36,Male,Dine-in,16:20:00,25,Saturday,Lunch,Weekend,484
2024-07-17,ORD37024,Burger,"Main Course",5,12.00,60.00,"Mobile Payment",CUST4017,48,Female,Delivery,14:44:00,30,Wednesday,Lunch,Weekday,485
2024-06-22,ORD71402,"Unknown Item","Main Course",3,14.00,42.00,"Credit Card",CUST2146,41,Male,Takeout,16:55:00,16,Saturday,Lunch,Weekend,486
2024-04-12,ORD22581,Coffee,Beverages,2,4.00,8.00,Cash,CUST2530,58,Male,Dine-in,07:34:00,12,Friday,Breakfast,Weekday,487
2024-07-02,ORD56816,Burger,"Main Course",4,12.00,48.00,"Credit Card",CUST4747,47,Male,Takeout,11:29:00,17,Tuesday,Lunch,Weekday,488
2024-05-08,ORD78140,Tea,Beverages,5,3.00,15.00,Cash,CUST4460,57,Female,Takeout,07:21:00,10,Wednesday,Breakfast,Weekday,489
2024-08-28,ORD56437,Soda,Beverages,4,3.00,12.00,Cash,CUST1642,49,Male,Takeout,17:57:00,9,Wednesday,Dinner,Weekday,490
2024-06-19,ORD30318,Burger,"Main Course",2,12.00,24.00,Cash,CUST4600,52,Male,Delivery,14:28:00,21,Wednesday,Lunch,Weekday,491
2024-10-04,ORD57931,Pasta,"Main Course",1,16.00,16.00,"Mobile Payment",CUST3821,21,Male,Delivery,17:32:00,18,Friday,Dinner,Weekday,492
2024-08-18,ORD39725,Pizza,"Main Course",1,14.00,14.00,"Credit Card",CUST8778,37,Male,Dine-in,11:30:00,13,Sunday,Lunch,Weekend,493
2024-04-24,ORD99023,Pizza,"Main Course",3,14.00,42.00,"Credit Card",CUST3690,31,Female,Delivery,13:11:00,24,Wednesday,Lunch,Weekday,494
2024-01-10,ORD62917,Salad,Appetizer,2,9.00,18.00,"Mobile Payment",CUST6354,57,Male,Delivery,13:14:00,19,Wednesday,Lunch,Weekday,495
2024-07-29,ORD71973,Burger,"Main Course",1,12.00,12.00,Cash,CUST8992,62,Female,Delivery,13:41:00,18,Monday,Lunch,Weekday,496
2024-02-29,ORD76165,Wine,"Alcoholic Drinks",3,10.00,30.00,Cash,CUST7179,49,Male,Dine-in,19:17:00,11,Thursday,Dinner,Weekday,497
2024-10-23,ORD64838,Salad,Appetizer,3,9.00,27.00,Cash,CUST5357,21,Male,Delivery,15:52:00,21,Wednesday,Lunch,Weekday,498
2024-10-03,ORD13323,Beer,"Alcoholic Drinks",2,6.00,12.00,"Mobile Payment",CUST3497,57,Male,Delivery,19:00:00,16,Thursday,Dinner,Weekday,499
2024-03-15,ORD72809,Soda,Beverages,12,3.00,36.00,"Credit Card",CUST8584,39,"Prefer not to answer",Dine-in,18:59:00,61,Friday,Dinner,Weekday,500
2024-12-27,ORD12437,Burger,"Main Course",3,12.00,36.00,Cash,CUST8989,28,Female,Dine-in,13:20:00,19,Friday,Lunch,Weekday,501
2024-01-17,ORD77456,Pizza,"Main Course",3,14.00,42.00,Cash,CUST9332,51,Female,Takeout,15:07:00,14,Wednesday,Lunch,Weekday,502
2024-06-15,ORD69297,Tea,Beverages,5,3.00,15.00,"Mobile Payment",CUST3129,18,Male,Takeout,10:40:00,10,Saturday,Breakfast,Weekend,503
2024-06-30,ORD31126,Pizza,"Main Course",2,14.00,28.00,"Credit Card",CUST3207,40,Female,Dine-in,12:23:00,16,Sunday,Lunch,Weekend,504
2024-05-31,ORD19925,Salad,Appetizer,4,9.00,36.00,"Mobile Payment",CUST6446,23,Female,Dine-in,12:51:00,18,Friday,Lunch,Weekday,505
2024-07-18,ORD91200,Pasta,"Main Course",2,16.00,32.00,"Credit Card",CUST9590,35,Female,Dine-in,19:08:00,16,Thursday,Dinner,Weekday,506
2024-03-05,ORD80982,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST4339,33,Female,Delivery,11:10:00,27,Tuesday,Lunch,Weekday,507
2024-08-15,ORD92582,Burger,"Main Course",5,12.00,60.00,"Credit Card",CUST8276,35,Male,Dine-in,11:33:00,25,Thursday,Lunch,Weekday,508
2024-02-13,ORD96725,Tea,Beverages,1,3.00,3.00,Cash,CUST7397,25,Female,Dine-in,08:24:00,11,Tuesday,Breakfast,Weekday,509
2024-09-08,ORD14370,Burger,"Main Course",5,12.00,60.00,Cash,CUST9003,33,Female,Delivery,11:40:00,30,Sunday,Lunch,Weekend,510
2024-05-29,ORD16046,Soda,Beverages,1,3.00,3.00,"Mobile Payment",CUST3062,65,Male,Dine-in,19:41:00,11,Wednesday,Dinner,Weekday,511
2024-01-17,ORD68428,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST2032,36,Female,Takeout,12:25:00,17,Wednesday,Lunch,Weekday,512
2024-07-19,ORD14127,Burger,"Main Course",3,12.00,36.00,"Credit Card",CUST9930,34,Female,Takeout,16:16:00,14,Friday,Lunch,Weekday,513
2024-04-15,ORD44519,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST8864,29,Male,Dine-in,21:09:00,12,Monday,Dinner,Weekday,514
2024-02-17,ORD40404,Tea,Beverages,4,3.00,12.00,Cash,CUST8886,28,Female,Delivery,07:12:00,19,Saturday,Breakfast,Weekend,515
2024-08-14,ORD59510,Pasta,"Main Course",3,16.00,48.00,"Mobile Payment",CUST5510,34,Male,Delivery,17:26:00,24,Wednesday,Dinner,Weekday,516
2024-04-13,ORD18893,Soda,Beverages,3,3.00,9.00,"Mobile Payment",CUST1533,54,Male,Takeout,19:55:00,8,Saturday,Dinner,Weekend,517
2024-01-01,ORD51361,Tea,Beverages,3,3.00,9.00,"Mobile Payment",CUST6618,54,Female,Takeout,08:52:00,8,Monday,Breakfast,Holiday,518
2024-01-06,ORD23392,Burger,"Main Course",5,12.00,60.00,Cash,CUST7448,43,"Prefer not to answer",Delivery,13:47:00,30,Saturday,Lunch,Weekend,519
2024-08-05,ORD24630,Coffee,Beverages,5,4.00,20.00,Cash,CUST5624,35,Male,Delivery,06:03:00,20,Monday,Breakfast,Weekday,520
2024-04-26,ORD46653,Coffee,Beverages,1,4.00,4.00,"Credit Card",CUST2536,22,Female,Takeout,07:34:00,6,Friday,Breakfast,Weekday,521
2024-06-13,ORD31516,Salad,Appetizer,1,9.00,9.00,"Credit Card",CUST8936,27,Female,Delivery,14:44:00,17,Thursday,Lunch,Weekday,522
2024-04-09,ORD29620,"Unknown Item",Beverages,3,4.00,12.00,"Mobile Payment",CUST3471,41,Male,Dine-in,07:59:00,16,Tuesday,Breakfast,Weekday,523
2024-05-31,ORD79015,Wine,"Alcoholic Drinks",2,10.00,20.00,"Credit Card",CUST2396,18,Male,Takeout,20:07:00,6,Friday,Dinner,Weekday,524
2024-11-18,ORD35040,Salad,Appetizer,5,9.00,45.00,Cash,CUST8959,29,Female,Takeout,14:28:00,15,Monday,Lunch,Weekday,525
2024-02-29,ORD48580,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST2919,23,Female,Dine-in,17:17:00,12,Thursday,Dinner,Weekday,526
2024-09-20,ORD92068,Wine,"Alcoholic Drinks",3,10.00,30.00,"Mobile Payment",CUST6892,31,Male,Dine-in,17:49:00,11,Friday,Dinner,Weekday,528
2024-09-12,ORD14381,Salad,Appetizer,4,9.00,36.00,"Mobile Payment",CUST4110,34,Male,Delivery,12:09:00,23,Thursday,Lunch,Weekday,529
2024-07-21,ORD72600,Pasta,"Main Course",2,16.00,32.00,"Credit Card",CUST4112,49,Female,Delivery,18:16:00,21,Sunday,Dinner,Weekend,530
2024-09-26,ORD97865,Beer,"Alcoholic Drinks",4,6.00,24.00,"Mobile Payment",CUST3434,33,Male,Dine-in,20:45:00,11,Thursday,Dinner,Weekday,531
2024-09-13,ORD22744,Pasta,"Main Course",2,16.00,32.00,"Mobile Payment",CUST3223,38,Male,Delivery,21:14:00,21,Friday,Dinner,Weekday,532
2024-03-31,ORD21708,Pizza,"Main Course",5,14.00,70.00,Cash,CUST7725,37,Female,Takeout,15:56:00,20,Sunday,Lunch,Weekend,534
